method;N;M;threads;chunkSize;Executing time;
Static;140;140;4;1;0.00329613;
Static;140;140;4;11;0.00366734;
Static;140;140;4;21;0.00353917;
Static;140;140;4;31;0.00413463;
Static;140;140;4;41;0.00344025;
Static;140;140;4;51;0.00428268;
Static;140;140;4;61;0.00509478;
Static;140;140;4;71;0.00590604;
Static;140;140;4;81;0.00674602;
Static;140;140;4;91;0.00787471;
Static;140;140;4;101;0.00889146;
Static;140;140;4;111;0.00915857;
Static;140;140;4;121;0.0110532;
Static;140;140;4;131;0.0120471;
Static;140;140;5;1;0.00243557;
Static;140;140;5;11;0.00274824;
Static;140;140;5;21;0.00362639;
Static;140;140;5;31;0.00272653;
Static;140;140;5;41;0.00420652;
Static;140;140;5;51;0.00464859;
Static;140;140;5;61;0.00543674;
Static;140;140;5;71;0.00613019;
Static;140;140;5;81;0.00734194;
Static;140;140;5;91;0.00790639;
Static;140;140;5;101;0.00888628;
Static;140;140;5;111;0.00968141;
Static;140;140;5;121;0.0107942;
Static;140;140;5;131;0.0122361;
Static;140;140;6;1;0.00227331;
Static;140;140;6;11;0.00255666;
Static;140;140;6;21;0.00303105;
Static;140;140;6;31;0.0026718;
Static;140;140;6;41;0.00369378;
Static;140;140;6;51;0.00444986;
Static;140;140;6;61;0.00534889;
Static;140;140;6;71;0.00630313;
Static;140;140;6;81;0.00712533;
Static;140;140;6;91;0.00794111;
Static;140;140;6;101;0.00900083;
Static;140;140;6;111;0.00944145;
Static;140;140;6;121;0.0107035;
Static;140;140;6;131;0.0118266;
Static;140;140;7;1;0.00321107;
Static;140;140;7;11;0.00229085;
Static;140;140;7;21;0.00173593;
Static;140;140;7;31;0.00262959;
Static;140;140;7;41;0.0035517;
Static;140;140;7;51;0.00471093;
Static;140;140;7;61;0.00523049;
Static;140;140;7;71;0.00654245;
Static;140;140;7;81;0.00736746;
Static;140;140;7;91;0.00804445;
Static;140;140;7;101;0.008995;
Static;140;140;7;111;0.00978647;
Static;140;140;7;121;0.0105817;
Static;140;140;7;131;0.0116635;
Static;140;140;8;1;0.0022089;
Static;140;140;8;11;0.00187446;
Static;140;140;8;21;0.00186434;
Static;140;140;8;31;0.00313838;
Static;140;140;8;41;0.00340658;
Static;140;140;8;51;0.00430635;
Static;140;140;8;61;0.00552072;
Static;140;140;8;71;0.00630587;
Static;140;140;8;81;0.008231;
Static;140;140;8;91;0.00794808;
Static;140;140;8;101;0.00976443;
Static;140;140;8;111;0.00975228;
Static;140;140;8;121;0.0107666;
Static;140;140;8;131;0.0115984;
Static;150;150;1;1;0.0163168;
Static;150;150;1;11;0.0153653;
Static;150;150;1;21;0.0149391;
Static;150;150;1;31;0.0147153;
Static;150;150;1;41;0.0149105;
Static;150;150;1;51;0.0149133;
Static;150;150;1;61;0.0147697;
Static;150;150;1;71;0.0147435;
Static;150;150;1;81;0.0148324;
Static;150;150;1;91;0.0147401;
Static;150;150;1;101;0.0147366;
Static;150;150;1;111;0.014821;
Static;150;150;1;121;0.0147381;
Static;150;150;1;131;0.0147645;
Static;150;150;1;141;0.0150694;
Static;150;150;2;1;0.0073296;
Static;150;150;2;11;0.00729977;
Static;150;150;2;21;0.0079583;
Static;150;150;2;31;0.00832992;
Static;150;150;2;41;0.00773503;
Static;150;150;2;51;0.00936757;
Static;150;150;2;61;0.00842021;
Static;150;150;2;71;0.00759935;
Static;150;150;2;81;0.00765367;
Static;150;150;2;91;0.00877659;
Static;150;150;2;101;0.00955643;
Static;150;150;2;111;0.0104988;
Static;150;150;2;121;0.0115948;
Static;150;150;2;131;0.0129704;
Static;150;150;2;141;0.0140206;
Static;150;150;3;1;0.00516019;
Static;150;150;3;11;0.00543369;
Static;150;150;3;21;0.00627199;
Static;150;150;3;31;0.00595841;
Static;150;150;3;41;0.00681256;
Static;150;150;3;51;0.00503281;
Static;150;150;3;61;0.00620422;
Static;150;150;3;71;0.00704775;
Static;150;150;3;81;0.00768867;
Static;150;150;3;91;0.0089073;
Static;150;150;3;101;0.00999293;
Static;150;150;3;111;0.0107064;
Static;150;150;3;121;0.0117302;
Static;150;150;3;131;0.0125196;
Static;150;150;3;141;0.0132906;
Static;150;150;4;1;0.00381342;
Static;150;150;4;11;0.00414933;
Static;150;150;4;21;0.00397418;
Static;150;150;4;31;0.00535926;
Static;150;150;4;41;0.00389256;
Static;150;150;4;51;0.00486958;
Static;150;150;4;61;0.00580543;
Static;150;150;4;71;0.00685229;
Static;150;150;4;81;0.00791223;
Static;150;150;4;91;0.00923722;
Static;150;150;4;101;0.0102544;
Static;150;150;4;111;0.0109546;
Static;150;150;4;121;0.0119145;
Static;150;150;4;131;0.0134936;
Static;150;150;4;141;0.0146498;
Static;150;150;5;1;0.00313147;
Static;150;150;5;11;0.00338084;
Static;150;150;5;21;0.00409867;
Static;150;150;5;31;0.00295284;
Static;150;150;5;41;0.00392517;
Static;150;150;5;51;0.00508847;
Static;150;150;5;61;0.0058172;
Static;150;150;5;71;0.00672113;
Static;150;150;5;81;0.00774374;
Static;150;150;5;91;0.00935946;
Static;150;150;5;101;0.0102391;
Static;150;150;5;111;0.0113138;
Static;150;150;5;121;0.0124012;
Static;150;150;5;131;0.0133795;
Static;150;150;5;141;0.0147189;
Static;150;150;6;1;0.00254832;
Static;150;150;6;11;0.00315342;
Static;150;150;6;21;0.00399505;
Static;150;150;6;31;0.00342307;
Static;150;150;6;41;0.00455992;
Static;150;150;6;51;0.00511383;
Static;150;150;6;61;0.00580196;
Static;150;150;6;71;0.00679081;
Static;150;150;6;81;0.00784503;
Static;150;150;6;91;0.00912492;
Static;150;150;6;101;0.0101741;
Static;150;150;6;111;0.0112856;
Static;150;150;6;121;0.0125469;
Static;150;150;6;131;0.0132514;
Static;150;150;6;141;0.0145375;
Static;150;150;7;1;0.00240467;
Static;150;150;7;11;0.00228815;
Static;150;150;7;21;0.00243754;
Static;150;150;7;31;0.0030003;
Static;150;150;7;41;0.00393636;
Static;150;150;7;51;0.00543024;
Static;150;150;7;61;0.00610026;
Static;150;150;7;71;0.00732708;
Static;150;150;7;81;0.00804512;
Static;150;150;7;91;0.009497;
Static;150;150;7;101;0.0101397;
Static;150;150;7;111;0.0112506;
Static;150;150;7;121;0.0119883;
Static;150;150;7;131;0.0136565;
Static;150;150;7;141;0.0145265;
Static;150;150;8;1;0.00203373;
Static;150;150;8;11;0.00216815;
Static;150;150;8;21;0.0037979;
Static;150;150;8;31;0.00364249;
Static;150;150;8;41;0.00541031;
Static;150;150;8;51;0.00492697;
Static;150;150;8;61;0.00593678;
Static;150;150;8;71;0.00680986;
Static;150;150;8;81;0.00778432;
Static;150;150;8;91;0.00965402;
Static;150;150;8;101;0.0101399;
Static;150;150;8;111;0.0160587;
Static;150;150;8;121;0.0122649;
Static;150;150;8;131;0.0138446;
Static;150;150;8;141;0.0141357;
Static;160;160;1;1;0.0177879;
Static;160;160;1;11;0.017085;
Static;160;160;1;21;0.0171122;
Static;160;160;1;31;0.0171123;
Static;160;160;1;41;0.017145;
Static;160;160;1;51;0.0170946;
Static;160;160;1;61;0.0171382;
Static;160;160;1;71;0.0171261;
Static;160;160;1;81;0.0171411;
Static;160;160;1;91;0.0171177;
Static;160;160;1;101;0.017138;
Static;160;160;1;111;0.0170849;
Static;160;160;1;121;0.0171562;
Static;160;160;1;131;0.0171368;
Static;160;160;1;141;0.0171819;
Static;160;160;1;151;0.0171606;
Static;160;160;2;1;0.00884048;
Static;160;160;2;11;0.00898409;
Static;160;160;2;21;0.00898813;
Static;160;160;2;31;0.00996527;
Static;160;160;2;41;0.00921802;
Static;160;160;2;51;0.0116584;
Static;160;160;2;61;0.0114338;
Static;160;160;2;71;0.00991834;
Static;160;160;2;81;0.00911489;
Static;160;160;2;91;0.0101916;
Static;160;160;2;101;0.0113384;
Static;160;160;2;111;0.0125459;
Static;160;160;2;121;0.0134887;
Static;160;160;2;131;0.0147886;
Static;160;160;2;141;0.0158207;
Static;160;160;2;151;0.0170076;
Static;160;160;3;1;0.0061333;
Static;160;160;3;11;0.00609182;
Static;160;160;3;21;0.00689234;
Static;160;160;3;31;0.00677153;
Static;160;160;3;41;0.00890751;
Static;160;160;3;51;0.00649644;
Static;160;160;3;61;0.00687479;
Static;160;160;3;71;0.00804529;
Static;160;160;3;81;0.00913088;
Static;160;160;3;91;0.0105909;
Static;160;160;3;101;0.0119141;
Static;160;160;3;111;0.0126648;
Static;160;160;3;121;0.0137012;
Static;160;160;3;131;0.0145637;
Static;160;160;3;141;0.0151887;
Static;160;160;3;151;0.0162742;
Static;160;160;4;1;0.00468604;
Static;160;160;4;11;0.00504344;
Static;160;160;4;21;0.00458611;
Static;160;160;4;31;0.00689208;
Static;160;160;4;41;0.00456596;
Static;160;160;4;51;0.00552457;
Static;160;160;4;61;0.00659599;
Static;160;160;4;71;0.00825054;
Static;160;160;4;81;0.00939027;
Static;160;160;4;91;0.0106191;
Static;160;160;4;101;0.0118235;
Static;160;160;4;111;0.0131759;
Static;160;160;4;121;0.0139777;
Static;160;160;4;131;0.0155638;
Static;160;160;4;141;0.0159113;
Static;160;160;4;151;0.017977;
Static;160;160;5;1;0.00368495;
Static;160;160;5;11;0.00361248;
Static;160;160;5;21;0.00501546;
Static;160;160;5;31;0.00410795;
Static;160;160;5;41;0.0044749;
Static;160;160;5;51;0.00562787;
Static;160;160;5;61;0.00675116;
Static;160;160;5;71;0.00824258;
Static;160;160;5;81;0.00896256;
Static;160;160;5;91;0.0108612;
Static;160;160;5;101;0.0117478;
Static;160;160;5;111;0.01271;
Static;160;160;5;121;0.0139404;
Static;160;160;5;131;0.015389;
Static;160;160;5;141;0.0169449;
Static;160;160;5;151;0.0179815;
Static;160;160;6;1;0.00426337;
Static;160;160;6;11;0.00356126;
Static;160;160;6;21;0.00496508;
Static;160;160;6;31;0.00381696;
Static;160;160;6;41;0.00442957;
Static;160;160;6;51;0.00556249;
Static;160;160;6;61;0.00664027;
Static;160;160;6;71;0.00800675;
Static;160;160;6;81;0.00985544;
Static;160;160;6;91;0.0106426;
Static;160;160;6;101;0.0121412;
Static;160;160;6;111;0.0131528;
Static;160;160;6;121;0.0141633;
Static;160;160;6;131;0.0153516;
Static;160;160;6;141;0.0161591;
Static;160;160;6;151;0.0171492;
Static;160;160;7;1;0.00267799;
Static;160;160;7;11;0.00303299;
Static;160;160;7;21;0.00372209;
Static;160;160;7;31;0.00391426;
Static;160;160;7;41;0.00447463;
Static;160;160;7;51;0.0058084;
Static;160;160;7;61;0.00658673;
Static;160;160;7;71;0.00857738;
Static;160;160;7;81;0.00914129;
Static;160;160;7;91;0.0105767;
Static;160;160;7;101;0.0116677;
Static;160;160;7;111;0.0131131;
Static;160;160;7;121;0.0142201;
Static;160;160;7;131;0.0154673;
Static;160;160;7;141;0.0174141;
Static;160;160;7;151;0.0171993;
Static;160;160;8;1;0.00429391;
Static;160;160;8;11;0.00451239;
Static;160;160;8;21;0.00422263;
Static;160;160;8;31;0.00374605;
Static;160;160;8;41;0.00458576;
Static;160;160;8;51;0.00641573;
Static;160;160;8;61;0.00764084;
Static;160;160;8;71;0.00844638;
Static;160;160;8;81;0.00913587;
Static;160;160;8;91;0.0108938;
Static;160;160;8;101;0.012424;
Static;160;160;8;111;0.0139532;
Static;160;160;8;121;0.0133196;
Static;160;160;8;131;0.0148948;
Static;160;160;8;141;0.0160247;
Static;160;160;8;151;0.0172064;
Static;170;170;1;1;0.0216294;
Static;170;170;1;11;0.0217746;
Static;170;170;1;21;0.0215607;
Static;170;170;1;31;0.0215461;
Static;170;170;1;41;0.0213073;
Static;170;170;1;51;0.0213443;
Static;170;170;1;61;0.0213364;
Static;170;170;1;71;0.0215304;
Static;170;170;1;81;0.0213886;
Static;170;170;1;91;0.0216841;
Static;170;170;1;101;0.0216688;
Static;170;170;1;111;0.0216348;
Static;170;170;1;121;0.0213232;
Static;170;170;1;131;0.0213099;
Static;170;170;1;141;0.021339;
Static;170;170;1;151;0.0215104;
Static;170;170;1;161;0.0216011;
Static;170;170;2;1;0.0106069;
Static;170;170;2;11;0.0109189;
Static;170;170;2;21;0.010567;
Static;170;170;2;31;0.0115135;
Static;170;170;2;41;0.0108482;
Static;170;170;2;51;0.0125905;
Static;170;170;2;61;0.0138939;
Static;170;170;2;71;0.0120412;
Static;170;170;2;81;0.0113934;
Static;170;170;2;91;0.011322;
Static;170;170;2;101;0.012255;
Static;170;170;2;111;0.0134839;
Static;170;170;2;121;0.0156658;
Static;170;170;2;131;0.0164388;
Static;170;170;2;141;0.0181473;
Static;170;170;2;151;0.0195985;
Static;170;170;2;161;0.0206388;
Static;170;170;3;1;0.00768818;
Static;170;170;3;11;0.0075871;
Static;170;170;3;21;0.00793465;
Static;170;170;3;31;0.00829137;
Static;170;170;3;41;0.0102875;
Static;170;170;3;51;0.00862321;
Static;170;170;3;61;0.00788535;
Static;170;170;3;71;0.00924423;
Static;170;170;3;81;0.0107802;
Static;170;170;3;91;0.0114127;
Static;170;170;3;101;0.0125658;
Static;170;170;3;111;0.0147943;
Static;170;170;3;121;0.0154504;
Static;170;170;3;131;0.0162603;
Static;170;170;3;141;0.0176098;
Static;170;170;3;151;0.0184275;
Static;170;170;3;161;0.0203711;
Static;170;170;4;1;0.00579279;
Static;170;170;4;11;0.00539969;
Static;170;170;4;21;0.00605225;
Static;170;170;4;31;0.00760056;
Static;170;170;4;41;0.00576388;
Static;170;170;4;51;0.00625204;
Static;170;170;4;61;0.00747712;
Static;170;170;4;71;0.0086171;
Static;170;170;4;81;0.00994688;
Static;170;170;4;91;0.0117614;
Static;170;170;4;101;0.0121785;
Static;170;170;4;111;0.0145512;
Static;170;170;4;121;0.0157672;
Static;170;170;4;131;0.0167226;
Static;170;170;4;141;0.0181055;
Static;170;170;4;151;0.0192882;
Static;170;170;4;161;0.0204542;
Static;170;170;5;1;0.00479959;
Static;170;170;5;11;0.00465075;
Static;170;170;5;21;0.0051121;
Static;170;170;5;31;0.00562891;
Static;170;170;5;41;0.00501188;
Static;170;170;5;51;0.00626476;
Static;170;170;5;61;0.00784649;
Static;170;170;5;71;0.00938159;
Static;170;170;5;81;0.0104667;
Static;170;170;5;91;0.0110521;
Static;170;170;5;101;0.0133166;
Static;170;170;5;111;0.0139459;
Static;170;170;5;121;0.0160614;
Static;170;170;5;131;0.0165527;
Static;170;170;5;141;0.0181482;
Static;170;170;5;151;0.0196185;
Static;170;170;5;161;0.0201496;
Static;170;170;6;1;0.00432016;
Static;170;170;6;11;0.00421751;
Static;170;170;6;21;0.00581719;
Static;170;170;6;31;0.00432507;
Static;170;170;6;41;0.00505242;
Static;170;170;6;51;0.00641022;
Static;170;170;6;61;0.0081325;
Static;170;170;6;71;0.0089932;
Static;170;170;6;81;0.0109104;
Static;170;170;6;91;0.0120524;
Static;170;170;6;101;0.0138163;
Static;170;170;6;111;0.0146163;
Static;170;170;6;121;0.0157734;
Static;170;170;6;131;0.0171212;
Static;170;170;6;141;0.0178716;
Static;170;170;6;151;0.0204131;
Static;170;170;6;161;0.0204058;
Static;170;170;7;1;0.0032698;
Static;170;170;7;11;0.00456265;
Static;170;170;7;21;0.00553935;
Static;170;170;7;31;0.00400129;
Static;170;170;7;41;0.00529491;
Static;170;170;7;51;0.00640649;
Static;170;170;7;61;0.00779781;
Static;170;170;7;71;0.00885005;
Static;170;170;7;81;0.0112514;
Static;170;170;7;91;0.0121258;
Static;170;170;7;101;0.0129748;
Static;170;170;7;111;0.0146501;
Static;170;170;7;121;0.0158798;
Static;170;170;7;131;0.0167858;
Static;170;170;7;141;0.0184139;
Static;170;170;7;151;0.0191295;
Static;170;170;7;161;0.0197868;
Static;170;170;8;1;0.00279983;
Static;170;170;8;11;0.00458939;
Static;170;170;8;21;0.00493607;
Static;170;170;8;31;0.00463084;
Static;170;170;8;41;0.00509252;
Static;170;170;8;51;0.0101037;
Static;170;170;8;61;0.00751557;
Static;170;170;8;71;0.00958841;
Static;170;170;8;81;0.0102435;
Static;170;170;8;91;0.0120609;
Static;170;170;8;101;0.0131709;
Static;170;170;8;111;0.0138997;
Static;170;170;8;121;0.0158731;
Static;170;170;8;131;0.0168965;
Static;170;170;8;141;0.018075;
Static;170;170;8;151;0.0195704;
Static;170;170;8;161;0.0201791;
Static;180;180;1;1;0.0259323;
Static;180;180;1;11;0.0257305;
Static;180;180;1;21;0.0259514;
Static;180;180;1;31;0.0253828;
Static;180;180;1;41;0.0255642;
Static;180;180;1;51;0.0254846;
Static;180;180;1;61;0.0253047;
Static;180;180;1;71;0.0257658;
Static;180;180;1;81;0.0256188;
Static;180;180;1;91;0.025928;
Static;180;180;1;101;0.0256663;
Static;180;180;1;111;0.0257085;
Static;180;180;1;121;0.0258215;
Static;180;180;1;131;0.0258803;
Static;180;180;1;141;0.0254961;
Static;180;180;1;151;0.025667;
Static;180;180;1;161;0.0260056;
Static;180;180;1;171;0.0260477;
Static;180;180;2;1;0.0129956;
Static;180;180;2;11;0.0133822;
Static;180;180;2;21;0.0140271;
Static;180;180;2;31;0.013565;
Static;180;180;2;41;0.0144076;
Static;180;180;2;51;0.0150641;
Static;180;180;2;61;0.0170832;
Static;180;180;2;71;0.0154282;
Static;180;180;2;81;0.0140123;
Static;180;180;2;91;0.0131536;
Static;180;180;2;101;0.0147174;
Static;180;180;2;111;0.0160963;
Static;180;180;2;121;0.0168957;
Static;180;180;2;131;0.0181278;
Static;180;180;2;141;0.0206648;
Static;180;180;2;151;0.0223662;
Static;180;180;2;161;0.0238314;
Static;180;180;2;171;0.0257104;
Static;180;180;3;1;0.00866381;
Static;180;180;3;11;0.00898002;
Static;180;180;3;21;0.00879437;
Static;180;180;3;31;0.00862789;
Static;180;180;3;41;0.0111992;
Static;180;180;3;51;0.0105483;
Static;180;180;3;61;0.0086278;
Static;180;180;3;71;0.0100037;
Static;180;180;3;81;0.0114945;
Static;180;180;3;91;0.0126313;
Static;180;180;3;101;0.0137842;
Static;180;180;3;111;0.0153458;
Static;180;180;3;121;0.0166242;
Static;180;180;3;131;0.0195028;
Static;180;180;3;141;0.0204825;
Static;180;180;3;151;0.0216606;
Static;180;180;3;161;0.0231477;
Static;180;180;3;171;0.0249082;
Static;180;180;4;1;0.00646846;
Static;180;180;4;11;0.00708479;
Static;180;180;4;21;0.00759037;
Static;180;180;4;31;0.00845516;
Static;180;180;4;41;0.00781635;
Static;180;180;4;51;0.00725092;
Static;180;180;4;61;0.00858459;
Static;180;180;4;71;0.0102707;
Static;180;180;4;81;0.0117704;
Static;180;180;4;91;0.0131395;
Static;180;180;4;101;0.0148985;
Static;180;180;4;111;0.0163003;
Static;180;180;4;121;0.0173618;
Static;180;180;4;131;0.0202067;
Static;180;180;4;141;0.020499;
Static;180;180;4;151;0.0221452;
Static;180;180;4;161;0.0239973;
Static;180;180;4;171;0.0250663;
Static;180;180;5;1;0.00541825;
Static;180;180;5;11;0.00629402;
Static;180;180;5;21;0.00619097;
Static;180;180;5;31;0.00771332;
Static;180;180;5;41;0.00586274;
Static;180;180;5;51;0.00710784;
Static;180;180;5;61;0.00893222;
Static;180;180;5;71;0.010109;
Static;180;180;5;81;0.0116367;
Static;180;180;5;91;0.013156;
Static;180;180;5;101;0.0142407;
Static;180;180;5;111;0.0164566;
Static;180;180;5;121;0.0176217;
Static;180;180;5;131;0.0193743;
Static;180;180;5;141;0.0206565;
Static;180;180;5;151;0.0223309;
Static;180;180;5;161;0.0233448;
Static;180;180;5;171;0.0251258;
Static;180;180;6;1;0.00439317;
Static;180;180;6;11;0.00503827;
Static;180;180;6;21;0.00588566;
Static;180;180;6;31;0.00468603;
Static;180;180;6;41;0.00596075;
Static;180;180;6;51;0.00713699;
Static;180;180;6;61;0.00866923;
Static;180;180;6;71;0.0100968;
Static;180;180;6;81;0.0118837;
Static;180;180;6;91;0.0125861;
Static;180;180;6;101;0.0148556;
Static;180;180;6;111;0.0170075;
Static;180;180;6;121;0.0178756;
Static;180;180;6;131;0.0194506;
Static;180;180;6;141;0.0207811;
Static;180;180;6;151;0.022432;
Static;180;180;6;161;0.0234914;
Static;180;180;6;171;0.0250534;
Static;180;180;7;1;0.00709716;
Static;180;180;7;11;0.00787345;
Static;180;180;7;21;0.0058593;
Static;180;180;7;31;0.00525977;
Static;180;180;7;41;0.00617594;
Static;180;180;7;51;0.00735288;
Static;180;180;7;61;0.00881337;
Static;180;180;7;71;0.0104333;
Static;180;180;7;81;0.0120516;
Static;180;180;7;91;0.0138258;
Static;180;180;7;101;0.0150381;
Static;180;180;7;111;0.0169229;
Static;180;180;7;121;0.0174726;
Static;180;180;7;131;0.0201489;
Static;180;180;7;141;0.0207265;
Static;180;180;7;151;0.0217948;
Static;180;180;7;161;0.023994;
Static;180;180;7;171;0.0242158;
Static;180;180;8;1;0.00346668;
Static;180;180;8;11;0.00573277;
Static;180;180;8;21;0.00547142;
Static;180;180;8;31;0.00467103;
Static;180;180;8;41;0.0063832;
Static;180;180;8;51;0.00734225;
Static;180;180;8;61;0.00915695;
Static;180;180;8;71;0.0107522;
Static;180;180;8;81;0.0140801;
Static;180;180;8;91;0.0133459;
Static;180;180;8;101;0.015107;
Static;180;180;8;111;0.0219728;
Static;180;180;8;121;0.0186627;
Static;180;180;8;131;0.0189306;
Static;180;180;8;141;0.0202523;
Static;180;180;8;151;0.0223064;
Static;180;180;8;161;0.0243418;
Static;180;180;8;171;0.024343;
Static;190;190;1;1;0.0324464;
Static;190;190;1;11;0.0321562;
Static;190;190;1;21;0.0317699;
Static;190;190;1;31;0.0317578;
Static;190;190;1;41;0.0320546;
Static;190;190;1;51;0.0313777;
Static;190;190;1;61;0.030649;
Static;190;190;1;71;0.03257;
Static;190;190;1;81;0.031807;
Static;190;190;1;91;0.0309044;
Static;190;190;1;101;0.0309592;
Static;190;190;1;111;0.0317838;
Static;190;190;1;121;0.0312182;
Static;190;190;1;131;0.0323996;
Static;190;190;1;141;0.0315196;
Static;190;190;1;151;0.0316412;
Static;190;190;1;161;0.031282;
Static;190;190;1;171;0.031603;
Static;190;190;1;181;0.0316086;
Static;190;190;2;1;0.0149412;
Static;190;190;2;11;0.0150185;
Static;190;190;2;21;0.0158353;
Static;190;190;2;31;0.0160918;
Static;190;190;2;41;0.0164112;
Static;190;190;2;51;0.0153962;
Static;190;190;2;61;0.0184653;
Static;190;190;2;71;0.018044;
Static;190;190;2;81;0.0179961;
Static;190;190;2;91;0.015778;
Static;190;190;2;101;0.0157674;
Static;190;190;2;111;0.0177673;
Static;190;190;2;121;0.0195979;
Static;190;190;2;131;0.0212867;
Static;190;190;2;141;0.0247826;
Static;190;190;2;151;0.0260192;
Static;190;190;2;161;0.0279675;
Static;190;190;2;171;0.02994;
Static;190;190;2;181;0.0315322;
Static;190;190;3;1;0.0115583;
Static;190;190;3;11;0.0105192;
Static;190;190;3;21;0.0111327;
Static;190;190;3;31;0.0104527;
Static;190;190;3;41;0.0128568;
Static;190;190;3;51;0.0139687;
Static;190;190;3;61;0.0106425;
Static;190;190;3;71;0.010825;
Static;190;190;3;81;0.0125673;
Static;190;190;3;91;0.0141307;
Static;190;190;3;101;0.0156295;
Static;190;190;3;111;0.017447;
Static;190;190;3;121;0.0205913;
Static;190;190;3;131;0.0222324;
Static;190;190;3;141;0.0244884;
Static;190;190;3;151;0.0259591;
Static;190;190;3;161;0.027767;
Static;190;190;3;171;0.0305353;
Static;190;190;3;181;0.0306476;
Static;190;190;4;1;0.00769559;
Static;190;190;4;11;0.0088321;
Static;190;190;4;21;0.010113;
Static;190;190;4;31;0.0100552;
Static;190;190;4;41;0.0106696;
Static;190;190;4;51;0.00797797;
Static;190;190;4;61;0.00970585;
Static;190;190;4;71;0.0113623;
Static;190;190;4;81;0.0127322;
Static;190;190;4;91;0.0148986;
Static;190;190;4;101;0.0170607;
