method;N;M;threads;chunkSize;ExecutingTime;
Dynamic;70;70;7;11;0.000327141;
Guided;70;70;7;11;0.000228967;
Static;70;70;7;21;0.000442074;
Dynamic;70;70;7;21;0.000467172;
Guided;70;70;7;21;0.000441894;
Static;70;70;7;31;0.000691049;
Dynamic;70;70;7;31;0.00236413;
Guided;70;70;7;31;0.000650023;
Static;70;70;7;41;0.000912242;
Dynamic;70;70;7;41;0.000870754;
Guided;70;70;7;41;0.000852912;
Static;70;70;7;51;0.0011105;
Dynamic;70;70;7;51;0.00113631;
Guided;70;70;7;51;0.0010698;
Static;70;70;7;61;0.00127256;
Dynamic;70;70;7;61;0.00136049;
Guided;70;70;7;61;0.0012834;
Runtime;70;70;7;not defined;0.00067506;
Static;70;70;8;1;0.00190786;
Dynamic;70;70;8;1;0.000196076;
Guided;70;70;8;1;0.000200003;
Static;70;70;8;11;0.00026804;
Dynamic;70;70;8;11;0.000236241;
Guided;70;70;8;11;0.000257791;
Static;70;70;8;21;0.000512746;
Dynamic;70;70;8;21;0.000452855;
Guided;70;70;8;21;0.000456522;
Static;70;70;8;31;0.000644683;
Dynamic;70;70;8;31;0.000652798;
Guided;70;70;8;31;0.000657827;
Static;70;70;8;41;0.000960101;
Dynamic;70;70;8;41;0.000849665;
Guided;70;70;8;41;0.000892114;
Static;70;70;8;51;0.0010604;
Dynamic;70;70;8;51;0.00197641;
Guided;70;70;8;51;0.00107384;
Static;70;70;8;61;0.00129375;
Dynamic;70;70;8;61;0.00127522;
Guided;70;70;8;61;0.00134114;
Runtime;70;70;8;not defined;0.000230249;
WithoutOmp;80;80;1;not defined;0.007799;
Static;80;80;1;1;0.00220431;
Dynamic;80;80;1;1;0.00256751;
Guided;80;80;1;1;0.00228055;
Static;80;80;1;11;0.00235603;
Dynamic;80;80;1;11;0.0024004;
Guided;80;80;1;11;0.00239612;
Static;80;80;1;21;0.00232072;
Dynamic;80;80;1;21;0.00229775;
Guided;80;80;1;21;0.00233478;
Static;80;80;1;31;0.00240236;
Dynamic;80;80;1;31;0.00229288;
Guided;80;80;1;31;0.00234691;
Static;80;80;1;41;0.00235998;
Dynamic;80;80;1;41;0.00232761;
Guided;80;80;1;41;0.00233149;
Static;80;80;1;51;0.00233313;
Dynamic;80;80;1;51;0.00232299;
Guided;80;80;1;51;0.00241607;
Static;80;80;1;61;0.00232306;
Dynamic;80;80;1;61;0.00231636;
Guided;80;80;1;61;0.00234323;
Static;80;80;1;71;0.00236016;
Dynamic;80;80;1;71;0.00225285;
Guided;80;80;1;71;0.00219731;
Runtime;80;80;1;not defined;0.00215973;
Static;80;80;2;1;0.00133823;
Dynamic;80;80;2;1;0.00111732;
Guided;80;80;2;1;0.00109598;
Static;80;80;2;11;0.00119681;
Dynamic;80;80;2;11;0.00121893;
Guided;80;80;2;11;0.00108851;
Static;80;80;2;21;0.00114449;
Dynamic;80;80;2;21;0.00119513;
Guided;80;80;2;21;0.00111481;
Static;80;80;2;31;0.00133019;
Dynamic;80;80;2;31;0.00137456;
Guided;80;80;2;31;0.00108711;
Static;80;80;2;41;0.00110789;
Dynamic;80;80;2;41;0.00111014;
Guided;80;80;2;41;0.00112726;
Static;80;80;2;51;0.00138976;
Dynamic;80;80;2;51;0.00139142;
Guided;80;80;2;51;0.00139411;
Static;80;80;2;61;0.00166983;
Dynamic;80;80;2;61;0.00167126;
Guided;80;80;2;61;0.00166379;
Static;80;80;2;71;0.00192053;
Dynamic;80;80;2;71;0.00205656;
Guided;80;80;2;71;0.00196419;
Runtime;80;80;2;not defined;0.00108575;
Static;80;80;3;1;0.000943711;
Dynamic;80;80;3;1;0.000751372;
Guided;80;80;3;1;0.000731775;
Static;80;80;3;11;0.000908745;
Dynamic;80;80;3;11;0.000918183;
Guided;80;80;3;11;0.000791867;
Static;80;80;3;21;0.00102706;
Dynamic;80;80;3;21;0.00103082;
Guided;80;80;3;21;0.000873048;
Static;80;80;3;31;0.000866036;
Dynamic;80;80;3;31;0.000847681;
Guided;80;80;3;31;0.000852901;
Static;80;80;3;41;0.00110228;
Dynamic;80;80;3;41;0.00124295;
Guided;80;80;3;41;0.00114037;
Static;80;80;3;51;0.00139186;
Dynamic;80;80;3;51;0.00138044;
Guided;80;80;3;51;0.00142311;
Static;80;80;3;61;0.00173746;
Dynamic;80;80;3;61;0.00167621;
Guided;80;80;3;61;0.00171808;
Static;80;80;3;71;0.00208555;
Dynamic;80;80;3;71;0.00196528;
Guided;80;80;3;71;0.00198706;
Runtime;80;80;3;not defined;0.000811214;
Static;80;80;4;1;0.000636899;
Dynamic;80;80;4;1;0.000580062;
Guided;80;80;4;1;0.00054671;
Static;80;80;4;11;0.000606672;
Dynamic;80;80;4;11;0.000615509;
Guided;80;80;4;11;0.000699114;
Static;80;80;4;21;0.000607272;
Dynamic;80;80;4;21;0.000640956;
Guided;80;80;4;21;0.000584289;
Static;80;80;4;31;0.000840999;
Dynamic;80;80;4;31;0.000876254;
Guided;80;80;4;31;0.000891162;
Static;80;80;4;41;0.00119585;
Dynamic;80;80;4;41;0.001147;
Guided;80;80;4;41;0.00113018;
Static;80;80;4;51;0.00141979;
Dynamic;80;80;4;51;0.00145726;
Guided;80;80;4;51;0.00152844;
Static;80;80;4;61;0.00175865;
Dynamic;80;80;4;61;0.00170633;
Guided;80;80;4;61;0.00172206;
Static;80;80;4;71;0.00192887;
Dynamic;80;80;4;71;0.00193681;
Guided;80;80;4;71;0.00197179;
Runtime;80;80;4;not defined;0.000770888;
Static;80;80;5;1;0.000766429;
Dynamic;80;80;5;1;0.000478322;
Guided;80;80;5;1;0.000465999;
Static;80;80;5;11;0.000606721;
Dynamic;80;80;5;11;0.000597074;
Guided;80;80;5;11;0.000682113;
Static;80;80;5;21;0.000633101;
Dynamic;80;80;5;21;0.000836942;
Guided;80;80;5;21;0.000581986;
Static;80;80;5;31;0.000844936;
Dynamic;80;80;5;31;0.000856868;
Guided;80;80;5;31;0.000841259;
Static;80;80;5;41;0.0011805;
Dynamic;80;80;5;41;0.00114124;
Guided;80;80;5;41;0.00111855;
Static;80;80;5;51;0.00138689;
Dynamic;80;80;5;51;0.00138344;
Guided;80;80;5;51;0.00142146;
Static;80;80;5;61;0.00168715;
Dynamic;80;80;5;61;0.0016762;
Guided;80;80;5;61;0.00170861;
Static;80;80;5;71;0.00192614;
Dynamic;80;80;5;71;0.00214683;
Guided;80;80;5;71;0.00202389;
Runtime;80;80;5;not defined;0.000461621;
Static;80;80;6;1;0.00054123;
Dynamic;80;80;6;1;0.000417499;
Guided;80;80;6;1;0.000389166;
Static;80;80;6;11;0.000598135;
Dynamic;80;80;6;11;0.00059537;
Guided;80;80;6;11;0.0006057;
Static;80;80;6;21;0.000578118;
Dynamic;80;80;6;21;0.000716477;
Guided;80;80;6;21;0.000699285;
Static;80;80;6;31;0.00649969;
Dynamic;80;80;6;31;0.00751451;
Guided;80;80;6;31;0.00993884;
Static;80;80;6;41;0.00395261;
Dynamic;80;80;6;41;0.00120784;
Guided;80;80;6;41;0.00111051;
Static;80;80;6;51;0.0014209;
Dynamic;80;80;6;51;0.0013873;
Guided;80;80;6;51;0.00138816;
Static;80;80;6;61;0.00983547;
Dynamic;80;80;6;61;0.0124623;
Guided;80;80;6;61;0.0155272;
Static;80;80;6;71;0.0104742;
Dynamic;80;80;6;71;0.0122923;
Guided;80;80;6;71;0.00796771;
Runtime;80;80;6;not defined;0.00715281;
Static;80;80;7;1;0.0199073;
Dynamic;80;80;7;1;0.013669;
Guided;80;80;7;1;0.00670994;
Static;80;80;7;11;0.0130202;
Dynamic;80;80;7;11;0.0184704;
Guided;80;80;7;11;0.012568;
Static;80;80;7;21;0.0129799;
Dynamic;80;80;7;21;0.00637488;
Guided;80;80;7;21;0.0123739;
Static;80;80;7;31;0.00821821;
Dynamic;80;80;7;31;0.00920372;
Guided;80;80;7;31;0.00726827;
Static;80;80;7;41;0.00589626;
Dynamic;80;80;7;41;0.00898306;
Guided;80;80;7;41;0.0121833;
Static;80;80;7;51;0.0137914;
Dynamic;80;80;7;51;0.0134308;
Guided;80;80;7;51;0.00258727;
Static;80;80;7;61;0.00901438;
Dynamic;80;80;7;61;0.00951676;
Guided;80;80;7;61;0.00456909;
Static;80;80;7;71;0.00916813;
Dynamic;80;80;7;71;0.0028261;
Guided;80;80;7;71;0.0121615;
Runtime;80;80;7;not defined;0.00726525;
Static;80;80;8;1;0.0188011;
Dynamic;80;80;8;1;0.00665936;
Guided;80;80;8;1;0.00803229;
Static;80;80;8;11;0.00660815;
Dynamic;80;80;8;11;0.00144023;
Guided;80;80;8;11;0.00597996;
Static;80;80;8;21;0.0165331;
Dynamic;80;80;8;21;0.00636804;
Guided;80;80;8;21;0.00296627;
Static;80;80;8;31;0.00312697;
Dynamic;80;80;8;31;0.00408166;
Guided;80;80;8;31;0.00957895;
Static;80;80;8;41;0.00462961;
Dynamic;80;80;8;41;0.00351094;
Guided;80;80;8;41;0.0105771;
Static;80;80;8;51;0.0053482;
Dynamic;80;80;8;51;0.00325532;
Guided;80;80;8;51;0.00329205;
Static;80;80;8;61;0.00642739;
Dynamic;80;80;8;61;0.0214751;
Guided;80;80;8;61;0.0062278;
Static;80;80;8;71;0.00965774;
Dynamic;80;80;8;71;0.0127055;
Guided;80;80;8;71;0.00791692;
Runtime;80;80;8;not defined;0.00259151;
WithoutOmp;90;90;1;not defined;0.035956;
Static;90;90;1;1;0.00390991;
Dynamic;90;90;1;1;0.00456655;
Guided;90;90;1;1;0.00520143;
Static;90;90;1;11;0.00338281;
Dynamic;90;90;1;11;0.00377256;
Guided;90;90;1;11;0.00410572;
Static;90;90;1;21;0.00319437;
Dynamic;90;90;1;21;0.00563931;
Guided;90;90;1;21;0.00354523;
Static;90;90;1;31;0.00332759;
Dynamic;90;90;1;31;0.00334438;
Guided;90;90;1;31;0.00319274;
Static;90;90;1;41;0.00332016;
Dynamic;90;90;1;41;0.003397;
Guided;90;90;1;41;0.00331911;
Static;90;90;1;51;0.00328086;
Dynamic;90;90;1;51;0.00328101;
Guided;90;90;1;51;0.00338269;
Static;90;90;1;61;0.00329951;
Dynamic;90;90;1;61;0.00340786;
Guided;90;90;1;61;0.00329754;
Static;90;90;1;71;0.00311331;
Dynamic;90;90;1;71;0.00325234;
Guided;90;90;1;71;0.0031397;
Static;90;90;1;81;0.00328881;
Dynamic;90;90;1;81;0.00315473;
Guided;90;90;1;81;0.00321819;
Runtime;90;90;1;not defined;0.00322198;
Static;90;90;2;1;0.00241512;
Dynamic;90;90;2;1;0.00168947;
Guided;90;90;2;1;0.00166471;
Static;90;90;2;11;0.00162817;
Dynamic;90;90;2;11;0.0016431;
Guided;90;90;2;11;0.00167665;
Static;90;90;2;21;0.0017606;
Dynamic;90;90;2;21;0.00174957;
Guided;90;90;2;21;0.00166178;
Static;90;90;2;31;0.00244803;
Dynamic;90;90;2;31;0.00218862;
Guided;90;90;2;31;0.00175438;
Static;90;90;2;41;0.00178473;
Dynamic;90;90;2;41;0.00171244;
Guided;90;90;2;41;0.00158946;
Static;90;90;2;51;0.00199885;
Dynamic;90;90;2;51;0.0020665;
Guided;90;90;2;51;0.00196315;
Static;90;90;2;61;0.00245512;
Dynamic;90;90;2;61;0.00290465;
Guided;90;90;2;61;0.00217947;
Static;90;90;2;71;0.0025046;
Dynamic;90;90;2;71;0.00271142;
Guided;90;90;2;71;0.00293643;
Static;90;90;2;81;0.00291749;
Dynamic;90;90;2;81;0.0029027;
Guided;90;90;2;81;0.0028599;
Runtime;90;90;2;not defined;0.00154655;
Static;90;90;3;1;0.00115568;
Dynamic;90;90;3;1;0.00106757;
Guided;90;90;3;1;0.00115068;
Static;90;90;3;11;0.00134498;
Dynamic;90;90;3;11;0.00113857;
Guided;90;90;3;11;0.00109309;
Static;90;90;3;21;0.00180267;
Dynamic;90;90;3;21;0.00145019;
Guided;90;90;3;21;0.00138564;
Static;90;90;3;31;0.00107893;
Dynamic;90;90;3;31;0.00133828;
Guided;90;90;3;31;0.001135;
Static;90;90;3;41;0.00144621;
Dynamic;90;90;3;41;0.00142791;
Guided;90;90;3;41;0.00149419;
Static;90;90;3;51;0.00200958;
Dynamic;90;90;3;51;0.0102777;
Guided;90;90;3;51;0.00181966;
Static;90;90;3;61;0.00212546;
Dynamic;90;90;3;61;0.00211639;
Guided;90;90;3;61;0.00211237;
Static;90;90;3;71;0.0026425;
Dynamic;90;90;3;71;0.00252679;
Guided;90;90;3;71;0.00249048;
Static;90;90;3;81;0.0028569;
Dynamic;90;90;3;81;0.00303507;
Guided;90;90;3;81;0.00285919;
Runtime;90;90;3;not defined;0.00113088;
Static;90;90;4;1;0.000868079;
Dynamic;90;90;4;1;0.000806836;
Guided;90;90;4;1;0.000796877;
Static;90;90;4;11;0.000902453;
Dynamic;90;90;4;11;0.000877988;
Guided;90;90;4;11;0.000859894;
Static;90;90;4;21;0.000933171;
Dynamic;90;90;4;21;0.000923262;
Guided;90;90;4;21;0.00086291;
Static;90;90;4;31;0.00106919;
Dynamic;90;90;4;31;0.00843054;
Guided;90;90;4;31;0.00201941;
Static;90;90;4;41;0.00143181;
Dynamic;90;90;4;41;0.00142023;
Guided;90;90;4;41;0.00142291;
Static;90;90;4;51;0.00180257;
Dynamic;90;90;4;51;0.00177338;
Guided;90;90;4;51;0.0017701;
Static;90;90;4;61;0.00218888;
Dynamic;90;90;4;61;0.00211718;
Guided;90;90;4;61;0.00220379;
Static;90;90;4;71;0.00250473;
Dynamic;90;90;4;71;0.00243643;
Guided;90;90;4;71;0.00243274;
Static;90;90;4;81;0.0028045;
Dynamic;90;90;4;81;0.00284453;
Guided;90;90;4;81;0.00279431;
Runtime;90;90;4;not defined;0.000797197;
Static;90;90;5;1;0.000682022;
Dynamic;90;90;5;1;0.000640835;
Guided;90;90;5;1;0.00064876;
Static;90;90;5;11;0.000752063;
Dynamic;90;90;5;11;0.000770136;
Guided;90;90;5;11;0.000766519;
Static;90;90;5;21;0.000724772;
Dynamic;90;90;5;21;0.000790875;
Guided;90;90;5;21;0.000724041;
Static;90;90;5;31;0.00107489;
Dynamic;90;90;5;31;0.00111197;
Guided;90;90;5;31;0.00107044;
Static;90;90;5;41;0.00141238;
Dynamic;90;90;5;41;0.00143679;
Guided;90;90;5;41;0.00155986;
Static;90;90;5;51;0.00174002;
Dynamic;90;90;5;51;0.00186176;
Guided;90;90;5;51;0.00175187;
Static;90;90;5;61;0.0020866;
Dynamic;90;90;5;61;0.00210891;
Guided;90;90;5;61;0.00209756;
Static;90;90;5;71;0.00250553;
Dynamic;90;90;5;71;0.00308677;
Guided;90;90;5;71;0.00260253;
Static;90;90;5;81;0.00300035;
Dynamic;90;90;5;81;0.00279077;
Guided;90;90;5;81;0.00285602;
Runtime;90;90;5;not defined;0.000644943;
Static;90;90;6;1;0.00462652;
Dynamic;90;90;6;1;0.000539427;
Guided;90;90;6;1;0.000552741;
Static;90;90;6;11;0.000805181;
Dynamic;90;90;6;11;0.000765398;
Guided;90;90;6;11;0.000751752;
Static;90;90;6;21;0.000792759;
Dynamic;90;90;6;21;0.000792408;
Guided;90;90;6;21;0.000735402;
Static;90;90;6;31;0.00108403;
Dynamic;90;90;6;31;0.00108235;
Guided;90;90;6;31;0.00114875;
Static;90;90;6;41;0.00139464;
Dynamic;90;90;6;41;0.00144338;
Guided;90;90;6;41;0.00145119;
Static;90;90;6;51;0.00177757;
Dynamic;90;90;6;51;0.00178392;
Guided;90;90;6;51;0.00175214;
Static;90;90;6;61;0.00208918;
Dynamic;90;90;6;61;0.00209553;
Guided;90;90;6;61;0.00209939;
Static;90;90;6;71;0.00245167;
Dynamic;90;90;6;71;0.00243629;
Guided;90;90;6;71;0.00260023;
Static;90;90;6;81;0.0027949;
Dynamic;90;90;6;81;0.00276316;
Guided;90;90;6;81;0.00282818;
Runtime;90;90;6;not defined;0.000535098;
Static;90;90;7;1;0.000580342;
Dynamic;90;90;7;1;0.000459607;
Guided;90;90;7;1;0.000542832;
Static;90;90;7;11;0.000772862;
Dynamic;90;90;7;11;0.000760748;
Guided;90;90;7;11;0.000747434;
Static;90;90;7;21;0.000814128;
Dynamic;90;90;7;21;0.00207705;
Guided;90;90;7;21;0.000758355;
Static;90;90;7;31;0.00106588;
Dynamic;90;90;7;31;0.00108126;
Guided;90;90;7;31;0.00108852;
Static;90;90;7;41;0.0014109;
Dynamic;90;90;7;41;0.00141359;
Guided;90;90;7;41;0.00155678;
Static;90;90;7;51;0.00176206;
Dynamic;90;90;7;51;0.00200972;
Guided;90;90;7;51;0.00174181;
Static;90;90;7;61;0.0021224;
Dynamic;90;90;7;61;0.00975786;
Guided;90;90;7;61;0.00211616;
Static;90;90;7;71;0.0024268;
Dynamic;90;90;7;71;0.00243039;
Guided;90;90;7;71;0.00245019;
Static;90;90;7;81;0.00291624;
Dynamic;90;90;7;81;0.00286551;
Guided;90;90;7;81;0.00298957;
Runtime;90;90;7;not defined;0.000581535;
Static;90;90;8;1;0.0129457;
Dynamic;90;90;8;1;0.00743154;
Guided;90;90;8;1;0.00652698;
Static;90;90;8;11;0.012937;
Dynamic;90;90;8;11;0.00716329;
Guided;90;90;8;11;0.000446313;
Static;90;90;8;21;0.000736564;
Dynamic;90;90;8;21;0.0034118;
Guided;90;90;8;21;0.0010335;
Static;90;90;8;31;0.00107887;
Dynamic;90;90;8;31;0.00135784;
Guided;90;90;8;31;0.00117277;
Static;90;90;8;41;0.00144244;
Dynamic;90;90;8;41;0.00147112;
Guided;90;90;8;41;0.00141827;
Static;90;90;8;51;0.00178188;
Dynamic;90;90;8;51;0.0025561;
Guided;90;90;8;51;0.00179619;
Static;90;90;8;61;0.00209694;
Dynamic;90;90;8;61;0.0023735;
Guided;90;90;8;61;0.00212185;
Static;90;90;8;71;0.00246226;
Dynamic;90;90;8;71;0.00250908;
Guided;90;90;8;71;0.00244271;
Static;90;90;8;81;0.00276915;
Dynamic;90;90;8;81;0.00281783;
Guided;90;90;8;81;0.00279135;
Runtime;90;90;8;not defined;0.000446082;
WithoutOmp;100;100;1;not defined;0.027829;
Static;100;100;1;1;0.00436987;
Dynamic;100;100;1;1;0.00453018;
Guided;100;100;1;1;0.00436436;
Static;100;100;1;11;0.00437983;
Dynamic;100;100;1;11;0.00435752;
Guided;100;100;1;11;0.00435625;
Static;100;100;1;21;0.00433421;
Dynamic;100;100;1;21;0.00436278;
Guided;100;100;1;21;0.00436504;
Static;100;100;1;31;0.00439361;
Dynamic;100;100;1;31;0.00436081;
Guided;100;100;1;31;0.00435782;
Static;100;100;1;41;0.00423652;
Dynamic;100;100;1;41;0.00429582;
Guided;100;100;1;41;0.0042767;
Static;100;100;1;51;0.00420904;
Dynamic;100;100;1;51;0.0042662;
Guided;100;100;1;51;0.00421795;
Static;100;100;1;61;0.00423984;
Dynamic;100;100;1;61;0.00423526;
Guided;100;100;1;61;0.004235;
Static;100;100;1;71;0.00424993;
Dynamic;100;100;1;71;0.00419612;
Guided;100;100;1;71;0.0042214;
Static;100;100;1;81;0.00421373;
Dynamic;100;100;1;81;0.00422603;
Guided;100;100;1;81;0.00423554;
Static;100;100;1;91;0.00421677;
Dynamic;100;100;1;91;0.00422974;
Guided;100;100;1;91;0.0042249;
Runtime;100;100;1;not defined;0.00420967;
Static;100;100;2;1;0.00235091;
Dynamic;100;100;2;1;0.00213889;
Guided;100;100;2;1;0.0021937;
Static;100;100;2;11;0.0023469;
Dynamic;100;100;2;11;0.00231352;
Guided;100;100;2;11;0.00214574;
Static;100;100;2;21;0.00242736;
Dynamic;100;100;2;21;0.00245604;
Guided;100;100;2;21;0.00211425;
Static;100;100;2;31;0.00260246;
Dynamic;100;100;2;31;0.00261461;
Guided;100;100;2;31;0.00212051;
Static;100;100;2;41;0.0025071;
Dynamic;100;100;2;41;0.00248473;
Guided;100;100;2;41;0.00211206;
Static;100;100;2;51;0.00221867;
Dynamic;100;100;2;51;0.00214891;
Guided;100;100;2;51;0.00214277;
Static;100;100;2;61;0.00257334;
Dynamic;100;100;2;61;0.00255675;
Guided;100;100;2;61;0.00259138;
Static;100;100;2;71;0.00304903;
Dynamic;100;100;2;71;0.00298253;
Guided;100;100;2;71;0.0030824;
Static;100;100;2;81;0.00341334;
Dynamic;100;100;2;81;0.00340297;
Guided;100;100;2;81;0.00345787;
Static;100;100;2;91;0.00383257;
Dynamic;100;100;2;91;0.00386108;
Guided;100;100;2;91;0.00389481;
Runtime;100;100;2;not defined;0.00211904;
Static;100;100;3;1;0.00150582;
Dynamic;100;100;3;1;0.00144392;
Guided;100;100;3;1;0.00145236;
Static;100;100;3;11;0.00143458;
Dynamic;100;100;3;11;0.00143032;
Guided;100;100;3;11;0.00145652;
Static;100;100;3;21;0.00182187;
Dynamic;100;100;3;21;0.00176684;
Guided;100;100;3;21;0.00179027;
Static;100;100;3;31;0.00160087;
Dynamic;100;100;3;31;0.00161116;
Guided;100;100;3;31;0.0014696;
Static;100;100;3;41;0.0017354;
Dynamic;100;100;3;41;0.00177049;
Guided;100;100;3;41;0.00174657;
Static;100;100;3;51;0.00219986;
Dynamic;100;100;3;51;0.00215956;
Guided;100;100;3;51;0.00216223;
Static;100;100;3;61;0.00263059;
Dynamic;100;100;3;61;0.00257121;
Guided;100;100;3;61;0.00261213;
Static;100;100;3;71;0.00298619;
Dynamic;100;100;3;71;0.00302733;
Guided;100;100;3;71;0.0030224;
Static;100;100;3;81;0.00344012;
Dynamic;100;100;3;81;0.00348653;
Guided;100;100;3;81;0.00342196;
Static;100;100;3;91;0.00384867;
Dynamic;100;100;3;91;0.00384827;
Guided;100;100;3;91;0.00381311;
Runtime;100;100;3;not defined;0.00145015;
Static;100;100;4;1;0.00117573;
Dynamic;100;100;4;1;0.00111724;
Guided;100;100;4;1;0.00109925;
Static;100;100;4;11;0.00141307;
Dynamic;100;100;4;11;0.00141009;
Guided;100;100;4;11;0.00121992;
Static;100;100;4;21;0.00156396;
Dynamic;100;100;4;21;0.00158845;
Guided;100;100;4;21;0.00139055;
Static;100;100;4;31;0.00135958;
Dynamic;100;100;4;31;0.0013295;
Guided;100;100;4;31;0.0015001;
Static;100;100;4;41;0.00176582;
Dynamic;100;100;4;41;0.00182484;
Guided;100;100;4;41;0.00181611;
Static;100;100;4;51;0.0021993;
Dynamic;100;100;4;51;0.00216284;
Guided;100;100;4;51;0.00223519;
Static;100;100;4;61;0.00258959;
Dynamic;100;100;4;61;0.00262756;
Guided;100;100;4;61;0.00259606;
Static;100;100;4;71;0.00302907;
Dynamic;100;100;4;71;0.00308152;
Guided;100;100;4;71;0.00302289;
Static;100;100;4;81;0.00356892;
Dynamic;100;100;4;81;0.0037233;
Guided;100;100;4;81;0.0034874;
Static;100;100;4;91;0.00400612;
Dynamic;100;100;4;91;0.00391138;
Guided;100;100;4;91;0.00390198;
Runtime;100;100;4;not defined;0.00109679;
Static;100;100;5;1;0.000947467;
Dynamic;100;100;5;1;0.000866125;
Guided;100;100;5;1;0.000877316;
Static;100;100;5;11;0.000953108;
Dynamic;100;100;5;11;0.000952376;
Guided;100;100;5;11;0.000950403;
Static;100;100;5;21;0.00089531;
Dynamic;100;100;5;21;0.000989055;
Guided;100;100;5;21;0.000920347;
Static;100;100;5;31;0.00135258;
Dynamic;100;100;5;31;0.00134691;
Guided;100;100;5;31;0.00140303;
Static;100;100;5;41;0.00180134;
Dynamic;100;100;5;41;0.00175829;
Guided;100;100;5;41;0.00181486;
Static;100;100;5;51;0.00218147;
Dynamic;100;100;5;51;0.00222554;
Guided;100;100;5;51;0.00223559;
Static;100;100;5;61;0.0026403;
Dynamic;100;100;5;61;0.00263829;
Guided;100;100;5;61;0.00264805;
Static;100;100;5;71;0.00305918;
Dynamic;100;100;5;71;0.00302746;
Guided;100;100;5;71;0.00310558;
Static;100;100;5;81;0.00353463;
Dynamic;100;100;5;81;0.00346311;
Guided;100;100;5;81;0.00348861;
Static;100;100;5;91;0.00391712;
Dynamic;100;100;5;91;0.00392442;
Guided;100;100;5;91;0.00407928;
Runtime;100;100;5;not defined;0.000924174;
Static;100;100;6;1;0.000829236;
Dynamic;100;100;6;1;0.000738939;
Guided;100;100;6;1;0.000740221;
Static;100;100;6;11;0.000936447;
Dynamic;100;100;6;11;0.000947317;
Guided;100;100;6;11;0.000949151;
Static;100;100;6;21;0.000907553;
Dynamic;100;100;6;21;0.00090046;
Guided;100;100;6;21;0.00094871;
Static;100;100;6;31;0.00134742;
Dynamic;100;100;6;31;0.00132725;
Guided;100;100;6;31;0.00152906;
Static;100;100;6;41;0.00175298;
Dynamic;100;100;6;41;0.00178944;
Guided;100;100;6;41;0.00176646;
Static;100;100;6;51;0.00222904;
Dynamic;100;100;6;51;0.00218132;
Guided;100;100;6;51;0.00215093;
Static;100;100;6;61;0.00259673;
Dynamic;100;100;6;61;0.00260746;
Guided;100;100;6;61;0.00268664;
Static;100;100;6;71;0.00312504;
Dynamic;100;100;6;71;0.00304812;
Guided;100;100;6;71;0.00305658;
Static;100;100;6;81;0.00342328;
Dynamic;100;100;6;81;0.00350808;
Guided;100;100;6;81;0.00342364;
Static;100;100;6;91;0.00382581;
Dynamic;100;100;6;91;0.00383475;
Guided;100;100;6;91;0.00386939;
Runtime;100;100;6;not defined;0.000844054;
Static;100;100;7;1;0.000746332;
Dynamic;100;100;7;1;0.000646836;
Guided;100;100;7;1;0.000644983;
Static;100;100;7;11;0.000962124;
Dynamic;100;100;7;11;0.000931026;
Guided;100;100;7;11;0.00093248;
Static;100;100;7;21;0.000884601;
Dynamic;100;100;7;21;0.000895511;
Guided;100;100;7;21;0.000957216;
Static;100;100;7;31;0.00144999;
Dynamic;100;100;7;31;0.00142458;
Guided;100;100;7;31;0.00143008;
Static;100;100;7;41;0.00174754;
Dynamic;100;100;7;41;0.00174395;
Guided;100;100;7;41;0.00182838;
Static;100;100;7;51;0.00213686;
Dynamic;100;100;7;51;0.00226837;
Guided;100;100;7;51;0.00218997;
Static;100;100;7;61;0.00258447;
Dynamic;100;100;7;61;0.00256942;
Guided;100;100;7;61;0.00266628;
Static;100;100;7;71;0.0029903;
Dynamic;100;100;7;71;0.00303309;
Guided;100;100;7;71;0.00308562;
Static;100;100;7;81;0.00343148;
Dynamic;100;100;7;81;0.00343957;
Guided;100;100;7;81;0.00349862;
Static;100;100;7;91;0.00386141;
Dynamic;100;100;7;91;0.00387507;
Guided;100;100;7;91;0.00400252;
Runtime;100;100;7;not defined;0.00066453;
Static;100;100;8;1;0.000639383;
Dynamic;100;100;8;1;0.000562369;
Guided;100;100;8;1;0.000601042;
Static;100;100;8;11;0.000934683;
Dynamic;100;100;8;11;0.000926278;
Guided;100;100;8;11;0.000888918;
Static;100;100;8;21;0.00302307;
Dynamic;100;100;8;21;0.00164076;
Guided;100;100;8;21;0.000897244;
Static;100;100;8;31;0.00137658;
Dynamic;100;100;8;31;0.00131027;
Guided;100;100;8;31;0.00229269;
Static;100;100;8;41;0.00179567;
Dynamic;100;100;8;41;0.00192642;
Guided;100;100;8;41;0.00172471;
Static;100;100;8;51;0.00217903;
Dynamic;100;100;8;51;0.00215541;
Guided;100;100;8;51;0.00218077;
Static;100;100;8;61;0.00257954;
Dynamic;100;100;8;61;0.00269854;
Guided;100;100;8;61;0.00257661;
Static;100;100;8;71;0.00304455;
Dynamic;100;100;8;71;0.00299203;
Guided;100;100;8;71;0.00304788;
Static;100;100;8;81;0.00342761;
Dynamic;100;100;8;81;0.00343198;
Guided;100;100;8;81;0.00344785;
Static;100;100;8;91;0.00386098;
Dynamic;100;100;8;91;0.00384189;
Guided;100;100;8;91;0.00478365;
Runtime;100;100;8;not defined;0.000696579;
WithoutOmp;110;110;1;not defined;0.055608;
Static;110;110;1;1;0.00602054;
Dynamic;110;110;1;1;0.00600229;
